time,temperature_celsius
2017-01-07 11:00:00,26.352448
2017-01-07 12:00:00,27.116364
2017-01-07 13:00:00,28.091705
2017-01-07 14:00:00,28.66983
2017-01-07 15:00:00,32.747467
2017-01-07 16:00:00,33.339264
2017-01-07 17:00:00,33.829254
2017-01-07 18:00:00,34.231598
2017-01-07 19:00:00,34.4357
2017-01-07 20:00:00,35.341217
2017-01-07 21:00:00,32.10611
2017-01-07 22:00:00,30.11441
2017-01-07 23:00:00,29.435944
2017-01-08 00:00:00,28.738678
2017-01-08 01:00:00,28.204254
2017-01-08 02:00:00,27.791168
2017-01-08 03:00:00,26.416656
2017-01-08 04:00:00,25.735992
2017-01-08 05:00:00,25.531647
2017-01-08 06:00:00,25.153961
2017-01-08 07:00:00,25.019928
2017-01-08 08:00:00,24.350983
2017-01-08 09:00:00,24.156647
2017-01-08 10:00:00,27.02237
2017-01-08 11:00:00,28.413727
2017-01-08 12:00:00,29.048248
2017-01-08 13:00:00,30.403473
2017-01-08 14:00:00,31.004547
2017-01-08 15:00:00,34.08316
2017-01-08 16:00:00,34.510895
2017-01-08 17:00:00,34.703278
2017-01-08 18:00:00,34.815094
2017-01-08 19:00:00,34.05313
2017-01-08 20:00:00,30.738922
2017-01-08 21:00:00,29.50113
2017-01-08 22:00:00,28.1044
2017-01-08 23:00:00,27.454498
2017-01-09 00:00:00,26.639313
2017-01-09 01:00:00,25.044586
2017-01-09 02:00:00,24.95987
2017-01-09 03:00:00,24.570465
2017-01-09 04:00:00,24.36026
2017-01-09 05:00:00,24.424225
2017-01-09 06:00:00,24.40274
2017-01-09 07:00:00,24.430817
2017-01-09 08:00:00,24.302399
2017-01-09 09:00:00,24.110748
2017-01-09 10:00:00,26.333893
2017-01-09 11:00:00,26.439362
2017-01-09 12:00:00,27.137604
2017-01-09 13:00:00,28.574127
2017-01-09 14:00:00,29.116608
2017-01-09 15:00:00,32.570953
2017-01-09 16:00:00,32.906403
2017-01-09 17:00:00,33.703766
2017-01-09 18:00:00,33.38736
2017-01-09 19:00:00,32.108795
2017-01-09 20:00:00,30.462067
2017-01-09 21:00:00,27.483795
2017-01-09 22:00:00,24.63321
2017-01-09 23:00:00,23.826813
2017-01-10 00:00:00,23.419342
2017-01-10 01:00:00,23.87027
2017-01-10 02:00:00,24.064362
2017-01-10 03:00:00,23.17398
2017-01-10 04:00:00,23.03775
2017-01-10 05:00:00,22.914948
2017-01-10 06:00:00,22.76773
2017-01-10 07:00:00,22.660797
2017-01-10 08:00:00,22.85147
2017-01-10 09:00:00,22.940094
2017-01-10 10:00:00,24.119781
2017-01-10 11:00:00,24.642242
2017-01-10 12:00:00,24.708893
2017-01-10 13:00:00,24.36148
2017-01-10 14:00:00,24.97647
2017-01-10 15:00:00,27.343658
2017-01-10 16:00:00,28.001617
2017-01-10 17:00:00,28.734528
2017-01-10 18:00:00,28.363678
2017-01-10 19:00:00,25.826324
2017-01-10 20:00:00,26.138336
2017-01-10 21:00:00,26.286774
2017-01-10 22:00:00,24.01236
2017-01-10 23:00:00,24.24649
2017-01-11 00:00:00,24.248444
2017-01-11 01:00:00,24.384674
2017-01-11 02:00:00,24.183502
2017-01-11 03:00:00,22.921783
2017-01-11 04:00:00,22.27774
2017-01-11 05:00:00,22.120026
2017-01-11 06:00:00,22.227448
2017-01-11 07:00:00,22.240875
2017-01-11 08:00:00,22.465729
2017-01-11 09:00:00,22.428131
2017-01-11 10:00:00,23.063385
2017-01-11 11:00:00,23.672272
2017-01-11 12:00:00,24.413483
2017-01-11 13:00:00,24.829254
2017-01-11 14:00:00,25.511627
2017-01-11 15:00:00,29.93277
2017-01-11 16:00:00,30.585602
2017-01-11 17:00:00,30.654694
2017-01-11 18:00:00,30.106598
2017-01-11 19:00:00,28.32608
2017-01-11 20:00:00,27.743073
2017-01-11 21:00:00,26.283844
2017-01-11 22:00:00,24.512604
2017-01-11 23:00:00,24.273834
2017-01-12 00:00:00,24.075348
2017-01-12 01:00:00,24.140045
2017-01-12 02:00:00,23.637848
2017-01-12 03:00:00,23.092682
2017-01-12 04:00:00,22.845856
2017-01-12 05:00:00,22.740875
2017-01-12 06:00:00,22.783356
2017-01-12 07:00:00,22.836334
2017-01-12 08:00:00,22.656403
2017-01-12 09:00:00,22.674225
2017-01-12 10:00:00,24.446442
2017-01-12 11:00:00,25.088287
2017-01-12 12:00:00,25.618805
2017-01-12 13:00:00,25.812408
2017-01-12 14:00:00,26.02237
2017-01-12 15:00:00,28.13321
2017-01-12 16:00:00,27.893463
2017-01-12 17:00:00,28.632965
2017-01-12 18:00:00,29.063385
2017-01-12 19:00:00,27.11319
2017-01-12 20:00:00,26.883698
2017-01-12 21:00:00,25.73941
2017-01-12 22:00:00,24.325348
2017-01-12 23:00:00,23.845856
2017-01-13 00:00:00,23.621246
2017-01-13 01:00:00,23.542389
2017-01-13 02:00:00,23.207672
2017-01-13 03:00:00,22.12735
2017-01-13 04:00:00,22.185455
2017-01-13 05:00:00,22.043121
2017-01-13 06:00:00,21.585846
2017-01-13 07:00:00,21.557037
2017-01-13 08:00:00,21.447174
2017-01-13 09:00:00,21.35904
2017-01-13 10:00:00,22.684479
2017-01-13 11:00:00,23.209381
2017-01-13 12:00:00,23.674469
2017-01-13 13:00:00,23.835602
2017-01-13 14:00:00,24.04654
2017-01-13 15:00:00,26.83194
2017-01-13 16:00:00,27.310211
2017-01-13 17:00:00,28.296783
2017-01-13 18:00:00,28.411285
2017-01-13 19:00:00,29.173004
2017-01-13 20:00:00,28.832672
2017-01-13 21:00:00,26.368073
2017-01-13 22:00:00,24.772858
2017-01-13 23:00:00,24.402496
2017-01-14 00:00:00,24.140778
2017-01-14 01:00:00,24.048248
2017-01-14 02:00:00,23.9711
2017-01-14 03:00:00,22.67691
2017-01-14 04:00:00,22.415192
2017-01-14 05:00:00,22.021149
2017-01-14 06:00:00,21.755768
2017-01-14 07:00:00,21.761871
2017-01-14 08:00:00,21.314117
2017-01-14 09:00:00,21.207672
2017-01-14 10:00:00,24.363922
2017-01-14 11:00:00,24.732819
2017-01-14 12:00:00,25.396881
2017-01-14 13:00:00,26.387848
2017-01-14 14:00:00,26.600983
2017-01-14 15:00:00,29.654938
2017-01-14 16:00:00,27.86026
2017-01-14 17:00:00,28.169586
2017-01-14 18:00:00,28.562653
2017-01-14 19:00:00,29.672028
2017-01-14 20:00:00,29.01944
2017-01-14 21:00:00,29.132233
2017-01-14 22:00:00,24.368073
2017-01-14 23:00:00,24.864899
2017-01-15 00:00:00,24.369781
2017-01-15 01:00:00,24.183014
2017-01-15 02:00:00,24.197906
2017-01-15 03:00:00,22.899078
2017-01-15 04:00:00,22.579498
2017-01-15 05:00:00,22.570953
2017-01-15 06:00:00,21.72818
2017-01-15 07:00:00,21.786285
2017-01-15 08:00:00,22.238922
2017-01-15 09:00:00,22.147858
2017-01-15 10:00:00,24.519196
2017-01-15 11:00:00,24.98404
2017-01-15 12:00:00,25.607086
2017-01-15 13:00:00,26.54776
2017-01-15 14:00:00,27.231354
2017-01-15 15:00:00,28.67691
2017-01-15 16:00:00,26.158844
2017-01-15 17:00:00,26.3732
2017-01-15 18:00:00,26.714508
2017-01-15 19:00:00,27.572174
2017-01-15 20:00:00,27.449615
2017-01-15 21:00:00,27.34317
2017-01-15 22:00:00,25.282867
2017-01-15 23:00:00,24.948883
2017-01-16 00:00:00,24.10196
2017-01-16 01:00:00,23.903717
2017-01-16 02:00:00,23.768951
2017-01-16 03:00:00,22.798004
2017-01-16 04:00:00,22.50821
2017-01-16 05:00:00,22.727203
2017-01-16 06:00:00,22.442535
2017-01-16 07:00:00,22.406158
2017-01-16 08:00:00,22.30362
2017-01-16 09:00:00,22.501373
2017-01-16 10:00:00,23.545319
2017-01-16 11:00:00,23.18155
2017-01-16 12:00:00,23.367828
2017-01-16 13:00:00,23.74356
2017-01-16 14:00:00,23.533844
2017-01-16 15:00:00,26.407623
2017-01-16 16:00:00,26.870514
2017-01-16 17:00:00,26.419098
2017-01-16 18:00:00,27.71817
2017-01-16 19:00:00,26.974274
2017-01-16 20:00:00,27.00113
2017-01-16 21:00:00,24.731354
2017-01-16 22:00:00,23.844635
2017-01-16 23:00:00,23.54654
2017-01-17 00:00:00,23.461578
2017-01-17 01:00:00,23.485748
2017-01-17 02:00:00,23.454498
2017-01-17 03:00:00,23.119781
2017-01-17 04:00:00,23.199127
2017-01-17 05:00:00,23.037506
2017-01-17 06:00:00,22.800934
2017-01-17 07:00:00,22.704742
2017-01-17 08:00:00,22.876373
2017-01-17 09:00:00,22.679596
2017-01-17 10:00:00,22.624664
2017-01-17 11:00:00,22.305084
2017-01-17 12:00:00,21.824371
2017-01-17 13:00:00,22.435211
2017-01-17 14:00:00,22.966217
2017-01-17 15:00:00,26.286041
2017-01-17 16:00:00,27.420563
2017-01-17 17:00:00,26.97818
2017-01-17 18:00:00,26.53946
2017-01-17 19:00:00,24.990631
2017-01-17 20:00:00,24.788239
2017-01-17 21:00:00,24.483551
2017-01-17 22:00:00,23.929596
2017-01-17 23:00:00,23.049713
2017-01-18 00:00:00,22.31314
2017-01-18 01:00:00,22.441559
2017-01-18 02:00:00,22.379547
2017-01-18 03:00:00,22.295319
2017-01-18 04:00:00,21.97818
2017-01-18 05:00:00,22.25772
2017-01-18 06:00:00,22.216705
2017-01-18 07:00:00,21.782867
2017-01-18 08:00:00,21.553375
2017-01-18 09:00:00,21.505035
2017-01-18 10:00:00,23.280426
2017-01-18 11:00:00,23.042145
2017-01-18 12:00:00,22.794342
2017-01-18 13:00:00,23.528473
2017-01-18 14:00:00,24.013336
2017-01-18 15:00:00,25.673248
2017-01-18 16:00:00,26.816803
2017-01-18 17:00:00,27.20987
2017-01-18 18:00:00,27.268707
2017-01-18 19:00:00,27.67398
2017-01-18 20:00:00,26.542389
2017-01-18 21:00:00,24.306793
2017-01-18 22:00:00,22.92569
2017-01-18 23:00:00,22.845612
2017-01-19 00:00:00,22.82901
2017-01-19 01:00:00,22.93814
2017-01-19 02:00:00,22.636871
2017-01-19 03:00:00,21.893707
2017-01-19 04:00:00,21.844635
2017-01-19 05:00:00,21.901764
2017-01-19 06:00:00,21.865631
2017-01-19 07:00:00,21.624908
2017-01-19 08:00:00,21.639557
2017-01-19 09:00:00,21.651764
2017-01-19 10:00:00,23.139069
2017-01-19 11:00:00,22.929108
2017-01-19 12:00:00,23.175934
2017-01-19 13:00:00,23.193024
2017-01-19 14:00:00,22.852448
2017-01-19 15:00:00,23.916656
2017-01-19 16:00:00,23.89444
2017-01-19 17:00:00,24.077057
2017-01-19 18:00:00,23.01065
2017-01-19 19:00:00,23.344635
2017-01-19 20:00:00,24.104889
2017-01-19 21:00:00,23.738922
2017-01-19 22:00:00,22.523834
2017-01-19 23:00:00,22.198395
2017-01-20 00:00:00,22.021881
2017-01-20 01:00:00,22.110504
2017-01-20 02:00:00,21.786285
2017-01-20 03:00:00,21.472076
2017-01-20 04:00:00,20.953033
2017-01-20 05:00:00,20.912506
2017-01-20 06:00:00,21.023346
2017-01-20 07:00:00,20.935944
2017-01-20 08:00:00,20.678375
2017-01-20 09:00:00,20.482086
2017-01-20 10:00:00,21.116364
2017-01-20 11:00:00,20.595123
2017-01-20 12:00:00,20.282623
2017-01-20 13:00:00,20.973297
2017-01-20 14:00:00,21.509674
2017-01-20 15:00:00,24.047272
2017-01-20 16:00:00,24.001373
2017-01-20 17:00:00,25.097809
2017-01-20 18:00:00,25.586823
2017-01-20 19:00:00,25.555817
2017-01-20 20:00:00,25.190094
2017-01-20 21:00:00,24.443756
2017-01-20 22:00:00,21.63028
2017-01-20 23:00:00,21.71817
2017-01-21 00:00:00,22.031158
2017-01-21 01:00:00,22.1232
2017-01-21 02:00:00,21.93985
2017-01-21 03:00:00,21.35025
2017-01-21 04:00:00,21.259186
2017-01-21 05:00:00,21.1669
2017-01-21 06:00:00,21.05777
2017-01-21 07:00:00,20.910309
2017-01-21 08:00:00,20.599518
2017-01-21 09:00:00,20.513824
2017-01-21 10:00:00,22.190826
2017-01-21 11:00:00,22.24527
2017-01-21 12:00:00,22.375885
2017-01-21 13:00:00,22.766022
2017-01-21 14:00:00,22.734528
2017-01-21 15:00:00,24.180328
2017-01-21 16:00:00,24.367828
2017-01-21 17:00:00,24.49112
2017-01-21 18:00:00,24.410797
2017-01-21 19:00:00,24.509186
2017-01-21 20:00:00,24.572662
2017-01-21 21:00:00,23.838531
2017-01-21 22:00:00,22.079742
2017-01-21 23:00:00,21.790436
2017-01-22 00:00:00,21.74649
2017-01-22 01:00:00,21.474518
2017-01-22 02:00:00,21.222076
2017-01-22 03:00:00,20.547028
2017-01-22 04:00:00,20.500885
2017-01-22 05:00:00,20.366852
2017-01-22 06:00:00,20.153961
2017-01-22 07:00:00,20.062408
2017-01-22 08:00:00,20.28482
2017-01-22 09:00:00,20.437653
2017-01-22 10:00:00,21.805084
2017-01-22 11:00:00,22.76529
2017-01-22 12:00:00,23.110016
2017-01-22 13:00:00,23.674713
2017-01-22 14:00:00,24.385162
2017-01-22 15:00:00,25.842926
2017-01-22 16:00:00,25.9711
2017-01-22 17:00:00,26.707916
2017-01-22 18:00:00,26.663483
2017-01-22 19:00:00,26.912262
2017-01-22 20:00:00,25.73233
2017-01-22 21:00:00,23.627838
2017-01-22 22:00:00,21.759674
2017-01-22 23:00:00,21.134186
2017-01-23 00:00:00,21.135406
2017-01-23 01:00:00,21.029938
2017-01-23 02:00:00,21.068268
2017-01-23 03:00:00,20.50528
2017-01-23 04:00:00,20.372467
2017-01-23 05:00:00,20.161285
2017-01-23 06:00:00,20.44522
2017-01-23 07:00:00,20.27359
2017-01-23 08:00:00,20.114655
2017-01-23 09:00:00,20.02652
2017-01-23 10:00:00,22.52066
2017-01-23 11:00:00,23.074615
2017-01-23 12:00:00,23.55655
2017-01-23 13:00:00,24.030182
2017-01-23 14:00:00,23.58609
2017-01-23 15:00:00,25.756989
2017-01-23 16:00:00,26.435211
2017-01-23 17:00:00,26.899323
2017-01-23 18:00:00,27.895416
2017-01-23 19:00:00,27.170074
2017-01-23 20:00:00,26.398834
2017-01-23 21:00:00,25.36856
2017-01-23 22:00:00,24.670807
2017-01-23 23:00:00,24.372711
2017-01-24 00:00:00,24.179352
2017-01-24 01:00:00,24.072418
2017-01-24 02:00:00,23.643219
2017-01-24 03:00:00,22.595123
2017-01-24 04:00:00,22.074371
2017-01-24 05:00:00,21.795319
2017-01-24 06:00:00,21.697174
2017-01-24 07:00:00,21.435455
2017-01-24 08:00:00,21.31485
2017-01-24 09:00:00,20.853668
2017-01-24 10:00:00,23.61441
2017-01-24 11:00:00,24.32486
2017-01-24 12:00:00,25.508942
2017-01-24 13:00:00,25.941559
2017-01-24 14:00:00,26.436432
2017-01-24 15:00:00,28.986725
2017-01-24 16:00:00,29.247711
2017-01-24 17:00:00,29.842682
2017-01-24 18:00:00,28.769196
2017-01-24 19:00:00,29.28067
2017-01-24 20:00:00,29.133698
2017-01-24 21:00:00,27.460602
2017-01-24 22:00:00,26.146393
2017-01-24 23:00:00,25.198395
2017-01-25 00:00:00,25.16275
2017-01-25 01:00:00,24.617828
2017-01-25 02:00:00,24.157867
2017-01-25 03:00:00,22.52359
2017-01-25 04:00:00,22.26236
2017-01-25 05:00:00,22.138336
2017-01-25 06:00:00,22.37442
2017-01-25 07:00:00,21.900787
2017-01-25 08:00:00,21.686188
2017-01-25 09:00:00,21.181793
2017-01-25 10:00:00,22.944
2017-01-25 11:00:00,23.152985
2017-01-25 12:00:00,23.65567
2017-01-25 13:00:00,23.682037
2017-01-25 14:00:00,23.523346
2017-01-25 15:00:00,26.136383
2017-01-25 16:00:00,26.124176
2017-01-25 17:00:00,26.69107
2017-01-25 18:00:00,27.754547
2017-01-25 19:00:00,29.15689
2017-01-25 20:00:00,28.914703
2017-01-25 21:00:00,26.27945
2017-01-25 22:00:00,23.47232
2017-01-25 23:00:00,23.465729
2017-01-26 00:00:00,23.46988
2017-01-26 01:00:00,23.25357
2017-01-26 02:00:00,22.962555
2017-01-26 03:00:00,22.353424
2017-01-26 04:00:00,22.221344
2017-01-26 05:00:00,21.762604
2017-01-26 06:00:00,21.76236
2017-01-26 07:00:00,21.793365
2017-01-26 08:00:00,21.461578
2017-01-26 09:00:00,21.453033
2017-01-26 10:00:00,22.32486
2017-01-26 11:00:00,22.014069
2017-01-26 12:00:00,21.438385
2017-01-26 13:00:00,21.167389
2017-01-26 14:00:00,20.812897
2017-01-26 15:00:00,23.372223
2017-01-26 16:00:00,23.964264
2017-01-26 17:00:00,24.59488
2017-01-26 18:00:00,24.324371
2017-01-26 19:00:00,25.449127
2017-01-26 20:00:00,25.918365
2017-01-26 21:00:00,25.20523
2017-01-26 22:00:00,23.110016
2017-01-26 23:00:00,22.447662
2017-01-27 00:00:00,22.715973
2017-01-27 01:00:00,22.681305
2017-01-27 02:00:00,22.662018
2017-01-27 03:00:00,22.136139
2017-01-27 04:00:00,21.822418
2017-01-27 05:00:00,21.537506
2017-01-27 06:00:00,21.8378
2017-01-27 07:00:00,21.581451
2017-01-27 08:00:00,21.632477
2017-01-27 09:00:00,21.295074
2017-01-27 10:00:00,21.982574
2017-01-27 11:00:00,22.041168
2017-01-27 12:00:00,22.074615
2017-01-27 13:00:00,21.735748
2017-01-27 14:00:00,21.630524
2017-01-27 15:00:00,23.608551
2017-01-27 16:00:00,23.459625
2017-01-27 17:00:00,23.258698
2017-01-27 18:00:00,24.0607
2017-01-27 19:00:00,24.854889
2017-01-27 20:00:00,25.497711
2017-01-27 21:00:00,25.630035
2017-01-27 22:00:00,22.47232
2017-01-27 23:00:00,22.2294
2017-01-28 00:00:00,22.103424
2017-01-28 01:00:00,22.177643
2017-01-28 02:00:00,21.917145
2017-01-28 03:00:00,21.24112
2017-01-28 04:00:00,20.973785
2017-01-28 05:00:00,20.908112
2017-01-28 06:00:00,20.86734
2017-01-28 07:00:00,20.663239
2017-01-28 08:00:00,20.755768
2017-01-28 09:00:00,20.757965
2017-01-28 10:00:00,23.095123
2017-01-28 11:00:00,23.50821
2017-01-28 12:00:00,24.434967
2017-01-28 13:00:00,24.70401
2017-01-28 14:00:00,25.51065
2017-01-28 15:00:00,28.834381
2017-01-28 16:00:00,29.70987
2017-01-28 17:00:00,29.884186
2017-01-28 18:00:00,30.243073
2017-01-28 19:00:00,30.68863
2017-01-28 20:00:00,29.828278
2017-01-28 21:00:00,28.630035
2017-01-28 22:00:00,23.907623
2017-01-28 23:00:00,23.730133
2017-01-29 00:00:00,23.506989
2017-01-29 01:00:00,23.49234
2017-01-29 02:00:00,23.276276
2017-01-29 03:00:00,22.764313
2017-01-29 04:00:00,22.162018
2017-01-29 05:00:00,21.76236
2017-01-29 06:00:00,21.779938
2017-01-29 07:00:00,21.655426
2017-01-29 08:00:00,21.47696
2017-01-29 09:00:00,21.24112
2017-01-29 10:00:00,23.112213
2017-01-29 11:00:00,23.893463
2017-01-29 12:00:00,24.917877
2017-01-29 13:00:00,26.289215
2017-01-29 14:00:00,27.537262
2017-01-29 15:00:00,31.332428
2017-01-29 16:00:00,32.235016
2017-01-29 17:00:00,32.541412
2017-01-29 18:00:00,32.45157
2017-01-29 19:00:00,32.38565
2017-01-29 20:00:00,31.902496
2017-01-29 21:00:00,31.063873
2017-01-29 22:00:00,28.909088
2017-01-29 23:00:00,26.975006
2017-01-30 00:00:00,25.861969
2017-01-30 01:00:00,25.614655
2017-01-30 02:00:00,25.493805
2017-01-30 03:00:00,24.135406
2017-01-30 04:00:00,23.731354
2017-01-30 05:00:00,23.683746
2017-01-30 06:00:00,23.485748
2017-01-30 07:00:00,23.12027
2017-01-30 08:00:00,22.582428
2017-01-30 09:00:00,22.39151
2017-01-30 10:00:00,25.26065
2017-01-30 11:00:00,25.786041
2017-01-30 12:00:00,25.847076
2017-01-30 13:00:00,26.891754
2017-01-30 14:00:00,26.645416
2017-01-30 15:00:00,30.25528
2017-01-30 16:00:00,31.081207
2017-01-30 17:00:00,32.012604
2017-01-30 18:00:00,31.63321
2017-01-30 19:00:00,31.898346
2017-01-30 20:00:00,31.307037
2017-01-30 21:00:00,29.476227
2017-01-30 22:00:00,26.223541
2017-01-30 23:00:00,25.919342
2017-01-31 00:00:00,25.933014
2017-01-31 01:00:00,25.523834
2017-01-31 02:00:00,24.957916
2017-01-31 03:00:00,23.490387
2017-01-31 04:00:00,22.981842
2017-01-31 05:00:00,23.066315
2017-01-31 06:00:00,22.651031
2017-01-31 07:00:00,22.223053
2017-01-31 08:00:00,21.99356
2017-01-31 09:00:00,21.614655
2017-01-31 10:00:00,23.506012
2017-01-31 11:00:00,23.100494
2017-01-31 12:00:00,22.795807
2017-01-31 13:00:00,22.85611
2017-01-31 14:00:00,23.400543
2017-01-31 15:00:00,24.871979
2017-01-31 16:00:00,26.64273
2017-01-31 17:00:00,26.447418
2017-01-31 18:00:00,25.728668
2017-01-31 19:00:00,26.328522
2017-01-31 20:00:00,26.342438
2017-01-31 21:00:00,25.884186
2017-01-31 22:00:00,22.428131
2017-01-31 23:00:00,22.380768
2017-02-01 00:00:00,22.311188
2017-02-01 01:00:00,22.389069
2017-02-01 02:00:00,22.184723
2017-02-01 03:00:00,21.900055
2017-02-01 04:00:00,21.521881
2017-02-01 05:00:00,21.347809
2017-02-01 06:00:00,21.268463
2017-02-01 07:00:00,21.301178
2017-02-01 08:00:00,20.991608
2017-02-01 09:00:00,20.813873
2017-02-01 10:00:00,22.121246
2017-02-01 11:00:00,22.139557
2017-02-01 12:00:00,21.761383
2017-02-01 13:00:00,21.94571
2017-02-01 14:00:00,22.778717
2017-02-01 15:00:00,26.954254
2017-02-01 16:00:00,27.608307
2017-02-01 17:00:00,28.682526
2017-02-01 18:00:00,29.052399
2017-02-01 19:00:00,29.423248
2017-02-01 20:00:00,29.956207
2017-02-01 21:00:00,29.01651
2017-02-01 22:00:00,25.174469
2017-02-01 23:00:00,23.936432
2017-02-02 00:00:00,23.897614
2017-02-02 01:00:00,23.446686
2017-02-02 02:00:00,23.659088
2017-02-02 03:00:00,21.79898
2017-02-02 04:00:00,21.412262
2017-02-02 05:00:00,20.737457
2017-02-02 06:00:00,20.582672
2017-02-02 07:00:00,20.500153
